HGNC,Gene,Disease,MONDO,GCEP,CDWG
HGNC:9673,PTPRJ,hereditary nonpolyposis colon cancer,MONDO:0018630,Hereditary Cancer,Hereditary Cancer
HGNC:9673,CD148,hereditary nonpolyposis colon cancer,MONDO:0018630,Hereditary Cancer,Hereditary Cancer
HGNC:9673,DEP1,hereditary nonpolyposis colon cancer,MONDO:0018630,Hereditary Cancer,Hereditary Cancer
HGNC:9673,HPTPETA,hereditary nonpolyposis colon cancer,MONDO:0018630,Hereditary Cancer,Hereditary Cancer
HGNC:9673,PTPRJ,thrombocytopenia 10,MONDO:0957578,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:9673,CD148,thrombocytopenia 10,MONDO:0957578,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:9673,DEP1,thrombocytopenia 10,MONDO:0957578,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:9673,HPTPETA,thrombocytopenia 10,MONDO:0957578,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:9679,PTPRQ,"hearing loss, autosomal recessive",MONDO:0019588,Hearing Loss,Hearing Loss
HGNC:9679,DFNB84,"hearing loss, autosomal recessive",MONDO:0019588,Hearing Loss,Hearing Loss
HGNC:9689,PTS,BH4-deficient hyperphenylalaninemia A,MONDO:0009863,Aminoacidopathy,Inborn Errors of Metabolism
HGNC:9689,PTPS,BH4-deficient hyperphenylalaninemia A,MONDO:0009863,Aminoacidopathy,Inborn Errors of Metabolism
HGNC:17042,PUF60,syndromic intellectual disability,MONDO:0000508,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:17042,FIR,syndromic intellectual disability,MONDO:0000508,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:17042,ROBPI,syndromic intellectual disability,MONDO:0000508,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:17042,SIAHBP1,syndromic intellectual disability,MONDO:0000508,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:9701,PURA,complex neurodevelopmental disorder,MONDO:0100038,Epilepsy,Neurodevelopmental Disorders
HGNC:9701,PUR-ALPHA,complex neurodevelopmental disorder,MONDO:0100038,Epilepsy,Neurodevelopmental Disorders
HGNC:9701,PUR1,complex neurodevelopmental disorder,MONDO:0100038,Epilepsy,Neurodevelopmental Disorders
HGNC:9701,PURALPHA,complex neurodevelopmental disorder,MONDO:0100038,Epilepsy,Neurodevelopmental Disorders
HGNC:15508,PUS1,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:15508,MLASA1,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:14966,PXDN,anterior segment dysgenesis 7,MONDO:0010015,Glaucoma and Neuro-Ophthalmology,Ocular
HGNC:14966,D2S448,anterior segment dysgenesis 7,MONDO:0010015,Glaucoma and Neuro-Ophthalmology,Ocular
HGNC:14966,D2S448E,anterior segment dysgenesis 7,MONDO:0010015,Glaucoma and Neuro-Ophthalmology,Ocular
HGNC:14966,KIAA0230,anterior segment dysgenesis 7,MONDO:0010015,Glaucoma and Neuro-Ophthalmology,Ocular
HGNC:14966,MG50,anterior segment dysgenesis 7,MONDO:0010015,Glaucoma and Neuro-Ophthalmology,Ocular
HGNC:14966,PRG2,anterior segment dysgenesis 7,MONDO:0010015,Glaucoma and Neuro-Ophthalmology,Ocular
HGNC:14966,PXN,anterior segment dysgenesis 7,MONDO:0010015,Glaucoma and Neuro-Ophthalmology,Ocular
HGNC:9721,PYCR1,autosomal recessive cutis laxa type 2B,MONDO:0013051,Aminoacidopathy,Inborn Errors of Metabolism
HGNC:9721,P5C,autosomal recessive cutis laxa type 2B,MONDO:0013051,Aminoacidopathy,Inborn Errors of Metabolism
HGNC:9725,PYGL,glycogen storage disease VI,MONDO:0009294,General Inborn Errors of Metabolism,Inborn Errors of Metabolism
HGNC:9725,GSD6,glycogen storage disease VI,MONDO:0009294,General Inborn Errors of Metabolism,Inborn Errors of Metabolism
HGNC:9726,PYGM,glycogen storage disease V,MONDO:0009293,General Inborn Errors of Metabolism,Inborn Errors of Metabolism
HGNC:9726,GSD5,glycogen storage disease V,MONDO:0009293,General Inborn Errors of Metabolism,Inborn Errors of Metabolism
HGNC:26162,PYROXD1,myofibrillar myopathy 8,MONDO:0014993,Congenital Myopathies,Neurological Disorders
HGNC:26162,DKFZP762G094,myofibrillar myopathy 8,MONDO:0014993,Congenital Myopathies,Neurological Disorders
HGNC:26162,FLJ22028,myofibrillar myopathy 8,MONDO:0014993,Congenital Myopathies,Neurological Disorders
HGNC:9751,QARS1,diffuse cerebral and cerebellar atrophy - intractable seizures - progressive microcephaly syndrome,MONDO:0014335,Brain Malformations,Neurodevelopmental Disorders
HGNC:9751,QARS,diffuse cerebral and cerebellar atrophy - intractable seizures - progressive microcephaly syndrome,MONDO:0014335,Brain Malformations,Neurodevelopmental Disorders
HGNC:9752,QDPR,dihydropteridine reductase deficiency,MONDO:0009862,Aminoacidopathy,Inborn Errors of Metabolism
HGNC:9752,DHPR,dihydropteridine reductase deficiency,MONDO:0009862,Aminoacidopathy,Inborn Errors of Metabolism
HGNC:9752,PKU2,dihydropteridine reductase deficiency,MONDO:0009862,Aminoacidopathy,Inborn Errors of Metabolism
HGNC:9752,SDR33C1,dihydropteridine reductase deficiency,MONDO:0009862,Aminoacidopathy,Inborn Errors of Metabolism
HGNC:24713,QRICH1,syndromic complex neurodevelopmental disorder,MONDO:0800439,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:24713,AB-DIP,syndromic complex neurodevelopmental disorder,MONDO:0800439,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:24713,FLJ20259,syndromic complex neurodevelopmental disorder,MONDO:0800439,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:24713,VERBRAS,syndromic complex neurodevelopmental disorder,MONDO:0800439,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:14244,RAB18,Warburg micro syndrome,MONDO:0016649,Brain Malformations,Neurodevelopmental Disorders
HGNC:14244,,Warburg micro syndrome,MONDO:0016649,Brain Malformations,Neurodevelopmental Disorders
HGNC:14263,RAB23,RAB23-related Carpenter syndrome,MONDO:0008710,Craniofacial Malformations,Skeletal Disorders
HGNC:14263,,RAB23-related Carpenter syndrome,MONDO:0008710,Craniofacial Malformations,Skeletal Disorders
HGNC:9766,RAB27A,Griscelli syndrome type 2,MONDO:0011872,Syndromic Disorders,Other
HGNC:9766,GS2,Griscelli syndrome type 2,MONDO:0011872,Syndromic Disorders,Other
HGNC:9766,HST18676,Griscelli syndrome type 2,MONDO:0011872,Syndromic Disorders,Other
HGNC:9766,RAB27,Griscelli syndrome type 2,MONDO:0011872,Syndromic Disorders,Other
HGNC:9766,RAM,Griscelli syndrome type 2,MONDO:0011872,Syndromic Disorders,Other
HGNC:9768,RAB28,RAB28-related retinopathy,MONDO:0100448,Retina,Ocular
HGNC:9768,,RAB28-related retinopathy,MONDO:0100448,Retina,Ocular
HGNC:16499,RAB39B,early-onset parkinsonism-intellectual disability syndrome,MONDO:0010709,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:16499,MRX72,early-onset parkinsonism-intellectual disability syndrome,MONDO:0010709,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:16499,WSN,early-onset parkinsonism-intellectual disability syndrome,MONDO:0010709,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:17063,RAB3GAP1,Warburg micro syndrome,MONDO:0016649,Brain Malformations,Neurodevelopmental Disorders
HGNC:17063,KIAA0066,Warburg micro syndrome,MONDO:0016649,Brain Malformations,Neurodevelopmental Disorders
HGNC:17063,RAB3GAP,Warburg micro syndrome,MONDO:0016649,Brain Malformations,Neurodevelopmental Disorders
HGNC:17063,RAB3GAP130,Warburg micro syndrome,MONDO:0016649,Brain Malformations,Neurodevelopmental Disorders
HGNC:17063,WARBM1,Warburg micro syndrome,MONDO:0016649,Brain Malformations,Neurodevelopmental Disorders
HGNC:17168,RAB3GAP2,Warburg micro syndrome,MONDO:0016649,Brain Malformations,Neurodevelopmental Disorders
HGNC:17168,DKFZP434D245,Warburg micro syndrome,MONDO:0016649,Brain Malformations,Neurodevelopmental Disorders
HGNC:17168,KIAA0839,Warburg micro syndrome,MONDO:0016649,Brain Malformations,Neurodevelopmental Disorders
HGNC:17168,RAB3-GAP150,Warburg micro syndrome,MONDO:0016649,Brain Malformations,Neurodevelopmental Disorders
HGNC:17168,SPG69,Warburg micro syndrome,MONDO:0016649,Brain Malformations,Neurodevelopmental Disorders
HGNC:25410,RAB40AL,X-linked syndromic intellectual disability,MONDO:0020119,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:25410,RAR2,X-linked syndromic intellectual disability,MONDO:0020119,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:25410,RLGP,X-linked syndromic intellectual disability,MONDO:0020119,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:9788,RAB7A,Charcot-Marie-Tooth disease type 2,MONDO:0018993,Charcot-Marie-Tooth Disease,Neurological Disorders
HGNC:9788,CMT2B,Charcot-Marie-Tooth disease type 2,MONDO:0018993,Charcot-Marie-Tooth Disease,Neurological Disorders
HGNC:9788,RAB7,Charcot-Marie-Tooth disease type 2,MONDO:0018993,Charcot-Marie-Tooth Disease,Neurological Disorders
HGNC:9801,RAC1,syndromic intellectual disability,MONDO:0000508,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:9801,P21-RAC1,syndromic intellectual disability,MONDO:0000508,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:9801,RAC-1,syndromic intellectual disability,MONDO:0000508,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:9801,TC-25,syndromic intellectual disability,MONDO:0000508,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:9802,RAC2,immunodeficiency 73c with defective neutrophil chemotaxis and hypogammaglobulinemia,MONDO:0033555,Antibody Deficiencies,Immunology
HGNC:9802,EN-7,immunodeficiency 73c with defective neutrophil chemotaxis and hypogammaglobulinemia,MONDO:0033555,Antibody Deficiencies,Immunology
HGNC:9802,RAC2,immunodeficiency 73b with defective neutrophil chemotaxis and lymphopenia,MONDO:0033554,Antibody Deficiencies,Immunology
HGNC:9802,EN-7,immunodeficiency 73b with defective neutrophil chemotaxis and lymphopenia,MONDO:0033554,Antibody Deficiencies,Immunology
HGNC:9802,RAC2,neutrophil immunodeficiency syndrome,MONDO:0011988,Antibody Deficiencies,Immunology
HGNC:9802,EN-7,neutrophil immunodeficiency syndrome,MONDO:0011988,Antibody Deficiencies,Immunology
HGNC:9811,RAD21,Cornelia de Lange syndrome,MONDO:0016033,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:9811,HHR21,Cornelia de Lange syndrome,MONDO:0016033,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:9811,KIAA0078,Cornelia de Lange syndrome,MONDO:0016033,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:9811,SCC1,Cornelia de Lange syndrome,MONDO:0016033,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:9816,RAD50,hereditary breast carcinoma,MONDO:0016419,Hereditary Cancer,Hereditary Cancer
HGNC:9816,HRAD50,hereditary breast carcinoma,MONDO:0016419,Hereditary Cancer,Hereditary Cancer
HGNC:9816,RAD50-2,hereditary breast carcinoma,MONDO:0016419,Hereditary Cancer,Hereditary Cancer
HGNC:9816,RAD50,familial ovarian cancer,MONDO:0016248,Hereditary Cancer,Hereditary Cancer
HGNC:9816,HRAD50,familial ovarian cancer,MONDO:0016248,Hereditary Cancer,Hereditary Cancer
HGNC:9816,RAD50-2,familial ovarian cancer,MONDO:0016248,Hereditary Cancer,Hereditary Cancer
HGNC:9820,RAD51C,RAD51C-related cancer predisposition,MONDO:0700273,Hereditary Cancer,Hereditary Cancer
HGNC:9820,FANCO,RAD51C-related cancer predisposition,MONDO:0700273,Hereditary Cancer,Hereditary Cancer
HGNC:9820,RAD51L2,RAD51C-related cancer predisposition,MONDO:0700273,Hereditary Cancer,Hereditary Cancer
HGNC:9820,RAD51C,Fanconi anemia complementation group O,MONDO:0013248,Hereditary Cancer,Hereditary Cancer
HGNC:9820,FANCO,Fanconi anemia complementation group O,MONDO:0013248,Hereditary Cancer,Hereditary Cancer
HGNC:9820,RAD51L2,Fanconi anemia complementation group O,MONDO:0013248,Hereditary Cancer,Hereditary Cancer
HGNC:9823,RAD51D,RAD51D-related cancer predisposition,MONDO:0700274,Hereditary Cancer,Hereditary Cancer
HGNC:9823,HSTRAD,RAD51D-related cancer predisposition,MONDO:0700274,Hereditary Cancer,Hereditary Cancer
HGNC:9823,R51H3,RAD51D-related cancer predisposition,MONDO:0700274,Hereditary Cancer,Hereditary Cancer
HGNC:9823,RAD51L3,RAD51D-related cancer predisposition,MONDO:0700274,Hereditary Cancer,Hereditary Cancer
HGNC:9823,TRAD,RAD51D-related cancer predisposition,MONDO:0700274,Hereditary Cancer,Hereditary Cancer
HGNC:9829,RAF1,Costello syndrome,MONDO:0009026,RASopathy,RASopathy
HGNC:9829,C-RAF,Costello syndrome,MONDO:0009026,RASopathy,RASopathy
HGNC:9829,CRAF,Costello syndrome,MONDO:0009026,RASopathy,RASopathy
HGNC:9829,RAF-1,Costello syndrome,MONDO:0009026,RASopathy,RASopathy
HGNC:9829,RAF1,cardiofaciocutaneous syndrome,MONDO:0015280,RASopathy,RASopathy
HGNC:9829,C-RAF,cardiofaciocutaneous syndrome,MONDO:0015280,RASopathy,RASopathy
HGNC:9829,CRAF,cardiofaciocutaneous syndrome,MONDO:0015280,RASopathy,RASopathy
HGNC:9829,RAF-1,cardiofaciocutaneous syndrome,MONDO:0015280,RASopathy,RASopathy
HGNC:9829,RAF1,Noonan syndrome with multiple lentigines,MONDO:0007893,RASopathy,RASopathy
HGNC:9829,C-RAF,Noonan syndrome with multiple lentigines,MONDO:0007893,RASopathy,RASopathy
HGNC:9829,CRAF,Noonan syndrome with multiple lentigines,MONDO:0007893,RASopathy,RASopathy
HGNC:9829,RAF-1,Noonan syndrome with multiple lentigines,MONDO:0007893,RASopathy,RASopathy
HGNC:9829,RAF1,Noonan syndrome,MONDO:0018997,RASopathy,RASopathy
HGNC:9829,C-RAF,Noonan syndrome,MONDO:0018997,RASopathy,RASopathy
HGNC:9829,CRAF,Noonan syndrome,MONDO:0018997,RASopathy,RASopathy
HGNC:9829,RAF-1,Noonan syndrome,MONDO:0018997,RASopathy,RASopathy
HGNC:9831,RAG1,recombinase activating gene 1 deficiency,MONDO:0000572,SCID-CID,Immunology
HGNC:9831,MGC43321,recombinase activating gene 1 deficiency,MONDO:0000572,SCID-CID,Immunology
HGNC:9831,RNF74,recombinase activating gene 1 deficiency,MONDO:0000572,SCID-CID,Immunology
HGNC:9832,RAG2,recombinase activating gene 2 deficiency,MONDO:0000573,SCID-CID,Immunology
HGNC:9832,,recombinase activating gene 2 deficiency,MONDO:0000573,SCID-CID,Immunology
HGNC:9834,RAI1,Smith-Magenis syndrome,MONDO:0008434,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:9834,DKFZP434A139,Smith-Magenis syndrome,MONDO:0008434,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:9834,KIAA1820,Smith-Magenis syndrome,MONDO:0008434,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:9834,MGC12824,Smith-Magenis syndrome,MONDO:0008434,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:9834,SMCR,Smith-Magenis syndrome,MONDO:0008434,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:9834,SMS,Smith-Magenis syndrome,MONDO:0008434,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:9835,RAI2,congenital heart disease,MONDO:0005453,Congenital Heart Disease,Cardiovascular
HGNC:9835,,congenital heart disease,MONDO:0005453,Congenital Heart Disease,Cardiovascular
HGNC:9839,RALA,complex neurodevelopmental disorder,MONDO:0100038,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:9839,RAL,complex neurodevelopmental disorder,MONDO:0100038,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:9848,RANBP2,Leigh syndrome,MONDO:0009723,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:9848,ADANE,Leigh syndrome,MONDO:0009723,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:9848,ANE1,Leigh syndrome,MONDO:0009723,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:9848,NUP358,Leigh syndrome,MONDO:0009723,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:9848,RANBP2,familial acute necrotizing encephalopathy,MONDO:0011953,Epilepsy,Neurodevelopmental Disorders
HGNC:9848,ADANE,familial acute necrotizing encephalopathy,MONDO:0011953,Epilepsy,Neurodevelopmental Disorders
HGNC:9848,ANE1,familial acute necrotizing encephalopathy,MONDO:0011953,Epilepsy,Neurodevelopmental Disorders
HGNC:9848,NUP358,familial acute necrotizing encephalopathy,MONDO:0011953,Epilepsy,Neurodevelopmental Disorders
HGNC:17679,RANGRF,Brugada syndrome,MONDO:0015263,Brugada Syndrome,Cardiovascular
HGNC:17679,HSPC165,Brugada syndrome,MONDO:0015263,Brugada Syndrome,Cardiovascular
HGNC:17679,HSPC236,Brugada syndrome,MONDO:0015263,Brugada Syndrome,Cardiovascular
HGNC:17679,MOG1,Brugada syndrome,MONDO:0015263,Brugada Syndrome,Cardiovascular
HGNC:17679,RANGNRF,Brugada syndrome,MONDO:0015263,Brugada Syndrome,Cardiovascular
HGNC:17679,RANGRF,Brugada syndrome,MONDO:0015263,Hereditary Cardiovascular Disease,Cardiovascular
HGNC:17679,HSPC165,Brugada syndrome,MONDO:0015263,Hereditary Cardiovascular Disease,Cardiovascular
HGNC:17679,HSPC236,Brugada syndrome,MONDO:0015263,Hereditary Cardiovascular Disease,Cardiovascular
HGNC:17679,MOG1,Brugada syndrome,MONDO:0015263,Hereditary Cardiovascular Disease,Cardiovascular
HGNC:17679,RANGNRF,Brugada syndrome,MONDO:0015263,Hereditary Cardiovascular Disease,Cardiovascular
HGNC:9857,RAP1B,syndromic constitutional thrombocytopenia,MONDO:0018795,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:9857,DKFZP586H0723,syndromic constitutional thrombocytopenia,MONDO:0018795,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:9857,K-REV,syndromic constitutional thrombocytopenia,MONDO:0018795,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:9857,RAL1B,syndromic constitutional thrombocytopenia,MONDO:0018795,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:9865,RARB,"microphthalmia, syndromic 12",MONDO:0014229,Syndromic Disorders,Other
HGNC:9865,HAP,"microphthalmia, syndromic 12",MONDO:0014229,Syndromic Disorders,Other
HGNC:9865,NR1B2,"microphthalmia, syndromic 12",MONDO:0014229,Syndromic Disorders,Other
HGNC:9865,RAR-BETA,"microphthalmia, syndromic 12",MONDO:0014229,Syndromic Disorders,Other
HGNC:9865,RARBETA,"microphthalmia, syndromic 12",MONDO:0014229,Syndromic Disorders,Other
HGNC:9865,RRB2,"microphthalmia, syndromic 12",MONDO:0014229,Syndromic Disorders,Other
HGNC:21406,RARS2,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:21406,DALRD2,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:21406,DJ382I10.6,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:21406,MGC14993,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:21406,MGC23778,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:21406,PRO1992,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:21406,RARSL,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:9871,RASA1,Noonan syndrome,MONDO:0018997,RASopathy,RASopathy
HGNC:9871,CM-AVM,Noonan syndrome,MONDO:0018997,RASopathy,RASopathy
HGNC:9871,GAP,Noonan syndrome,MONDO:0018997,RASopathy,RASopathy
HGNC:9871,P120,Noonan syndrome,MONDO:0018997,RASopathy,RASopathy
HGNC:9871,P120GAP,Noonan syndrome,MONDO:0018997,RASopathy,RASopathy
HGNC:9871,P120RASGAP,Noonan syndrome,MONDO:0018997,RASopathy,RASopathy
HGNC:9871,RASA,Noonan syndrome,MONDO:0018997,RASopathy,RASopathy
HGNC:9872,RASA2,Noonan syndrome,MONDO:0018997,RASopathy,RASopathy
HGNC:9872,GAP1M,Noonan syndrome,MONDO:0018997,RASopathy,RASopathy
HGNC:9878,RASGRP1,immunodeficiency 64,MONDO:0032803,Primary Immune Regulatory Disorders,Immunology
HGNC:9878,CALDAG-GEFII,immunodeficiency 64,MONDO:0032803,Primary Immune Regulatory Disorders,Immunology
HGNC:9878,RASGRP,immunodeficiency 64,MONDO:0032803,Primary Immune Regulatory Disorders,Immunology
HGNC:9879,RASGRP2,platelet-type bleeding disorder 18,MONDO:0014386,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:9879,CALDAG-GEFI,platelet-type bleeding disorder 18,MONDO:0014386,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:9884,RB1,retinoblastoma,MONDO:0008380,Hereditary Cancer,Hereditary Cancer
HGNC:9884,OSRC,retinoblastoma,MONDO:0008380,Hereditary Cancer,Hereditary Cancer
HGNC:9884,PPP1R130,retinoblastoma,MONDO:0008380,Hereditary Cancer,Hereditary Cancer
HGNC:9884,RB,retinoblastoma,MONDO:0008380,Hereditary Cancer,Hereditary Cancer
HGNC:9906,RBFOX2,congenital heart disease,MONDO:0005453,Congenital Heart Disease,Cardiovascular
HGNC:9906,FOX-2,congenital heart disease,MONDO:0005453,Congenital Heart Disease,Cardiovascular
HGNC:9906,HNRBP2,congenital heart disease,MONDO:0005453,Congenital Heart Disease,Cardiovascular
HGNC:9906,HRNBP2,congenital heart disease,MONDO:0005453,Congenital Heart Disease,Cardiovascular
HGNC:9906,RBM9,congenital heart disease,MONDO:0005453,Congenital Heart Disease,Cardiovascular
HGNC:27097,RBFOX3,epilepsy,MONDO:0005027,Epilepsy,Neurodevelopmental Disorders
HGNC:27097,FOX-3,epilepsy,MONDO:0005027,Epilepsy,Neurodevelopmental Disorders
